transaction_id,customer_id,transaction_date,amount,transaction_type,merchant_name,merchant_category,location,ip_address,fraud_flag
TXN_gen_5530,CUST_gen_5530,2024-12-27,1895,Refund,"Lopez, Marshall and Miller",Online Services,"Whitechester, Aruba",217.12.216.175,true
TXN_extra_9968,CUST_extra_9968,2024-07-20,6103,Refund,"Blake, Flores and Wilson",Online Services,"West Micheleberg, Bulgaria",53.122.138.203,true
TXN_extra_2463,CUST_extra_2463,2024-06-13,3237,Refund,Mendoza-Lewis,Online Services,"New Christopherville, Papua New Guinea",219.77.19.157,true
TXN_extra_11011,CUST_extra_11011,2024-09-29,3415,Refund,"Gonzalez, Pace and Morris",Online Services,"Kelseyville, Botswana",121.6.232.220,true
TXN_extra_3691,CUST_extra_3691,2024-06-20,8362,Refund,"Williams, Ward and Harvey",Online Services,"Markfurt, Montserrat",103.127.100.181,true
TXN_extra_755,CUST_extra_755,2025-03-06,2359,Refund,"Carlson, Smith and Mcmillan",Online Services,"New Ericville, Korea",99.223.21.47,true
TXN_extra_9842,CUST_extra_9842,2025-03-09,3987,Refund,Moore-Brown,Online Services,"Johnfort, Chile",0.204.102.63,true
TXN_extra_4115,CUST_extra_4115,2024-10-14,2742,Refund,Brown LLC,Online Services,"North Tina, Burundi",129.43.209.101,true
TXN_extra_3130,CUST_extra_3130,2024-11-01,3380,Refund,Webb-Aguilar,Online Services,"East Jamie, Malta",175.240.190.233,true
TXN_extra_1602,CUST_extra_1602,2025-01-06,1260,Refund,"Adams, Boyer and Osborne",Online Services,"Port Danielberg, Turkmenistan",47.67.97.253,true
TXN_extra_8760,CUST_extra_8760,2025-01-11,6684,Refund,Roberts-Morris,Online Services,"South Kara, Yemen",63.12.19.192,true
TXN_9e3c412e,CUST_050a78fd,2025-03-18,5305,Refund,"Duarte, Gutierrez and Cook",Online Services,"Chandlerchester, Burundi",138.140.252.244,true
TXN_extra_12189,CUST_extra_12189,2024-07-31,7123,Refund,Collier-Dillon,Online Services,"New Edgar, Sweden",11.62.126.24,true
TXN_extra_2876,CUST_extra_2876,2025-05-05,1074,Refund,Hatfield-Vincent,Online Services,"West Scottchester, Libyan Arab Jamahiriya",38.91.102.138,true
TXN_extra_12160,CUST_extra_12160,2024-05-26,9507,Refund,Green and Sons,Online Services,"Christopherbury, Palestinian Territory",159.20.216.87,true
TXN_extra_5521,CUST_extra_5521,2024-07-20,4470,Refund,"Miller, Watson and Holmes",Online Services,"Rhondaside, Bahrain",18.122.105.101,true
TXN_extra_13066,CUST_extra_13066,2025-04-21,6400,Refund,"James, Gonzalez and Harrison",Online Services,"East Jamie, Cyprus",111.58.255.79,true
TXN_extra_4474,CUST_extra_4474,2024-06-22,4625,Refund,Rivas-Stevens,Online Services,"Brandiville, New Zealand",13.42.97.232,true
TXN_extra_10543,CUST_extra_10543,2024-11-08,2115,Refund,Mcneil Group,Online Services,"Nealside, Swaziland",56.76.21.103,true
TXN_extra_7618,CUST_extra_7618,2025-02-25,7521,Refund,Hood-Porter,Online Services,"Shelbyfurt, Switzerland",75.32.230.133,true
TXN_extra_8713,CUST_extra_8713,2024-08-08,29,Refund,Reyes-Graham,Online Services,"South Michelle, United States Minor Outlying Islands",215.206.136.238,true
TXN_extra_4677,CUST_extra_4677,2024-12-19,2258,Refund,Neal-Holden,Online Services,"New Christopher, Bermuda",61.39.253.156,true
TXN_extra_174,CUST_extra_174,2025-03-01,7321,Refund,Peterson Ltd,Online Services,"East Rhonda, Montenegro",3.49.124.253,true
TXN_extra_12992,CUST_extra_12992,2024-12-11,2929,Refund,Pineda-Dixon,Online Services,"Jacksonburgh, Solomon Islands",22.163.87.32,true
TXN_extra_3886,CUST_extra_3886,2024-11-26,670,Refund,"Kim, Gonzales and Mills",Online Services,"Courtneymouth, Austria",153.107.0.182,true
TXN_extra_7141,CUST_extra_7141,2025-03-14,1125,Refund,Ramirez-Brandt,Online Services,"Port Gina, Benin",217.55.124.36,true
TXN_gen_5575,CUST_gen_5575,2025-04-20,4539,Refund,Perez-Davis,Online Services,"Crawfordton, Cape Verde",236.76.218.70,true
TXN_extra_8758,CUST_extra_8758,2024-11-22,5680,Refund,Spencer LLC,Online Services,"Frankshire, Mauritania",64.104.63.44,true
TXN_gen_5883,CUST_gen_5883,2024-05-24,6460,Refund,Craig Group,Online Services,"Natalieton, French Polynesia",3.250.27.14,true
TXN_extra_153,CUST_extra_153,2024-09-02,8796,Refund,Peterson LLC,Online Services,"Whiteborough, Peru",94.34.183.73,true
TXN_gen_3964,CUST_gen_3964,2025-03-07,1217,Refund,Duarte and Sons,Online Services,"Palmerville, Mauritania",83.40.101.68,true
TXN_extra_11592,CUST_extra_11592,2024-12-13,2785,Refund,"Martinez, Richardson and Curry",Online Services,"Zacharyhaven, Japan",232.7.215.199,true
TXN_extra_4842,CUST_extra_4842,2025-01-03,904,Refund,Mccarthy and Sons,Online Services,"Armstrongfort, Niue",218.244.206.221,true
TXN_extra_8833,CUST_extra_8833,2025-05-12,3432,Refund,"Dixon, Harvey and Butler",Online Services,"Port Charles, San Marino",24.72.57.223,true
TXN_extra_8826,CUST_extra_8826,2025-04-29,1080,Refund,"Cummings, Petersen and Jackson",Online Services,"South Tonya, Belize",102.204.29.23,true
TXN_gen_3631,CUST_gen_3631,2025-04-27,4275,Refund,Miles-Andrews,Online Services,"Gillespieburgh, Macao",154.5.130.42,true
TXN_extra_10767,CUST_extra_10767,2024-09-03,6267,Refund,Miller-Perkins,Online Services,"East Jason, Rwanda",56.100.162.172,true
TXN_b2c6d230,CUST_0906bc4c,2024-07-11,824,Refund,"Gonzalez, Pace and Morris",Online Services,"Haroldfort, Timor-Leste",171.216.241.198,true
TXN_extra_3845,CUST_extra_3845,2025-05-20,5385,Refund,Orozco-Harris,Online Services,"West Brett, Holy See (Vatican City State)",187.243.174.127,true
TXN_extra_1334,CUST_extra_1334,2024-07-11,4635,Refund,Clark Group,Online Services,"Robinsonville, United States Minor Outlying Islands",66.221.43.215,true
TXN_extra_2571,CUST_extra_2571,2025-02-21,6286,Refund,"Martinez, Richardson and Curry",Online Services,"New Jeffreystad, Western Sahara",220.11.239.134,true
TXN_extra_4429,CUST_extra_4429,2025-02-20,6587,Refund,Ellis-Potts,Online Services,"Johnsonborough, Hong Kong",124.79.8.190,true
TXN_extra_3077,CUST_extra_3077,2024-06-01,5061,Refund,"Morales, Graham and Ford",Online Services,"Lake Courtneymouth, Lithuania",43.81.119.253,true
TXN_extra_6073,CUST_extra_6073,2024-08-20,8387,Refund,Mejia-Reynolds,Online Services,"Dunnville, Kazakhstan",66.20.156.21,true
TXN_extra_1502,CUST_extra_1502,2024-07-12,1513,Refund,Martin-Carter,Online Services,"Ramirezborough, United States Minor Outlying Islands",156.184.96.232,true
TXN_extra_8867,CUST_extra_8867,2025-01-25,1170,Refund,"Grant, Potter and Gordon",Online Services,"Tracyshire, Mexico",17.32.230.168,true
TXN_extra_3210,CUST_extra_3210,2024-12-18,7644,Refund,"Cain, Grant and Lopez",Online Services,"Sethfort, Tajikistan",211.138.209.87,true
TXN_extra_5291,CUST_extra_5291,2025-01-30,9194,Refund,"Bond, Robinson and Jenkins",Online Services,"New Elizabethshire, Zimbabwe",136.212.243.42,true
TXN_extra_11957,CUST_extra_11957,2024-06-12,6775,Refund,"Choi, Collier and Lee",Online Services,"New Crystal, Cameroon",67.6.238.182,true
TXN_extra_8136,CUST_extra_8136,2024-07-01,9877,Refund,Fuentes Inc,Online Services,"Elizabethburgh, Azerbaijan",33.91.115.145,true
TXN_extra_5098,CUST_extra_5098,2024-11-03,8470,Refund,Mcpherson-Wright,Online Services,"North Kevinfurt, Somalia",193.43.224.64,true
TXN_extra_5982,CUST_extra_5982,2024-12-04,9553,Refund,Green LLC,Online Services,"Nathanshire, French Polynesia",204.25.106.250,true
TXN_extra_12953,CUST_extra_12953,2024-12-19,1694,Refund,"Watts, Dillon and Parks",Online Services,"Taylormouth, Guyana",249.202.34.201,true
TXN_extra_8006,CUST_extra_8006,2025-05-09,8860,Refund,"Parker, Benitez and Velasquez",Online Services,"Lewisborough, Niger",91.212.100.215,true
TXN_extra_5071,CUST_extra_5071,2025-05-04,6552,Refund,"Bernard, Warren and Combs",Online Services,"Port Brooke, Isle of Man",80.183.95.96,true
TXN_extra_7681,CUST_extra_7681,2025-03-30,6779,Refund,Anderson-Murphy,Online Services,"Lake Mistyhaven, Seychelles",32.36.214.160,true
TXN_extra_9885,CUST_extra_9885,2024-11-10,1951,Refund,"Hale, Duncan and Washington",Online Services,"Johnchester, Austria",84.62.233.70,true
TXN_f41efdbf,CUST_279fa06a,2025-01-23,6183,Refund,Perry Group,Online Services,"Katrinaborough, Sweden",227.20.29.234,true
TXN_extra_7176,CUST_extra_7176,2024-09-04,3479,Refund,Combs PLC,Online Services,"New Elizabethton, Svalbard & Jan Mayen Islands",81.240.155.193,true
TXN_extra_9593,CUST_extra_9593,2024-09-03,7393,Refund,"Rogers, Carlson and Smith",Online Services,"Erikton, United Arab Emirates",230.121.235.78,true
TXN_gen_5802,CUST_gen_5802,2024-06-18,644,Refund,Ballard-Bailey,Online Services,"Mitchellborough, Serbia",215.156.85.192,true
TXN_extra_532,CUST_extra_532,2025-05-19,8092,Refund,"Collins, Bentley and Valdez",Online Services,"Rowlandfort, Ghana",120.99.163.70,true
TXN_extra_12505,CUST_extra_12505,2024-11-06,8230,Refund,"Miller, Hernandez and Reyes",Online Services,"New Robertside, Ireland",241.23.176.97,true
TXN_813668ed,CUST_60338f05,2025-03-05,1518,Refund,Gamble-Wright,Online Services,"Lake Johnchester, Guyana",36.246.17.109,true
TXN_extra_2976,CUST_extra_2976,2024-08-22,509,Refund,"Arnold, Cooper and Monroe",Online Services,"Lewisview, Finland",182.94.203.192,true
TXN_extra_9230,CUST_extra_9230,2025-05-04,9526,Refund,"Hawkins, Marsh and Butler",Online Services,"Hayesburgh, Korea",137.41.207.178,true
TXN_extra_6875,CUST_extra_6875,2024-10-04,2676,Refund,Lee-King,Online Services,"Richardberg, Saint Vincent and the Grenadines",33.102.199.141,true
TXN_gen_1097,CUST_gen_1097,2024-12-05,2628,Refund,"Ramirez, Castillo and Wolfe",Online Services,"Melissafort, Uzbekistan",238.128.142.74,true
TXN_extra_2244,CUST_extra_2244,2024-05-26,4840,Refund,Wilson-Hull,Online Services,"Chloeview, Maldives",239.112.19.54,true
TXN_extra_2184,CUST_extra_2184,2024-08-15,3312,Refund,Wolfe-Davis,Online Services,"East Juliaview, Pitcairn Islands",32.47.207.52,true
TXN_extra_1283,CUST_extra_1283,2025-03-27,9074,Refund,Reese Group,Online Services,"New Jamesside, South Georgia and the South Sandwich Islands",243.192.243.65,true
TXN_extra_8866,CUST_extra_8866,2025-01-05,3924,Refund,"Skinner, Smith and Lee",Online Services,"Sheltonmouth, Iceland",181.43.176.137,true
TXN_extra_10472,CUST_extra_10472,2024-12-02,6339,Refund,"Russell, White and Brooks",Online Services,"North Kimberly, Oman",234.9.252.64,true
TXN_extra_13156,CUST_extra_13156,2025-02-09,1173,Refund,Hamilton-Allen,Online Services,"Marybury, Botswana",157.227.125.194,true
TXN_extra_305,CUST_extra_305,2025-01-18,6230,Refund,Johnson-Powell,Online Services,"South Brittanyview, Panama",162.62.242.152,true
TXN_extra_5119,CUST_extra_5119,2024-12-20,2764,Refund,Harrison and Sons,Online Services,"Juliechester, Luxembourg",145.15.243.35,true
TXN_gen_1549,CUST_gen_1549,2024-05-23,9053,Refund,Gomez-Parrish,Online Services,"Stokesburgh, French Southern Territories",160.147.218.160,true
TXN_extra_6066,CUST_extra_6066,2025-03-24,5330,Refund,Foster-Mclaughlin,Online Services,"West Deborahmouth, Lesotho",63.245.177.169,true
TXN_extra_1109,CUST_extra_1109,2024-12-22,9008,Refund,"Lester, Wang and Smith",Online Services,"Bradton, Costa Rica",81.126.243.61,true
TXN_extra_6706,CUST_extra_6706,2025-02-03,9170,Refund,"Mercer, Nelson and Owen",Online Services,"Smithville, Maldives",76.83.119.11,true
TXN_extra_467,CUST_extra_467,2024-07-06,4736,Refund,"Harrison, Johnson and Roberts",Online Services,"Christyhaven, Saint Vincent and the Grenadines",78.68.123.47,true
TXN_extra_2164,CUST_extra_2164,2025-05-07,794,Refund,Nelson-King,Online Services,"Lake Terrytown, Botswana",188.187.15.67,true
TXN_extra_12285,CUST_extra_12285,2024-08-30,7522,Refund,Griffin Inc,Online Services,"Port Adamberg, Tajikistan",194.200.73.48,true
TXN_extra_10788,CUST_extra_10788,2025-03-21,2114,Refund,King PLC,Online Services,"Joseside, Jamaica",252.164.71.72,true
TXN_extra_7529,CUST_extra_7529,2025-01-18,4446,Refund,Medina Group,Online Services,"North Donald, Finland",185.76.41.36,true
TXN_extra_6862,CUST_extra_6862,2024-07-01,5722,Refund,Turner-Valentine,Online Services,"Port Joshuabury, Bolivia",42.140.12.151,true
TXN_extra_4022,CUST_extra_4022,2024-08-11,663,Refund,Luna Group,Online Services,"North Laurenhaven, Estonia",214.26.126.175,true
TXN_extra_8054,CUST_extra_8054,2024-06-13,6020,Refund,Lawrence-Hanna,Online Services,"Jefferyburgh, Korea",70.94.12.77,true
TXN_gen_1221,CUST_gen_1221,2024-07-11,3781,Refund,Short Group,Online Services,"East Bradley, Kyrgyz Republic",222.223.147.93,true
TXN_extra_2859,CUST_extra_2859,2024-12-18,8282,Refund,"Jenkins, Baker and Coleman",Online Services,"Mcdowellberg, Anguilla",140.18.219.98,true
TXN_extra_9651,CUST_extra_9651,2025-05-01,3094,Refund,Dennis-Wilson,Online Services,"Paulberg, Tanzania",15.248.78.112,true
TXN_gen_2204,CUST_gen_2204,2024-12-02,6098,Refund,"Collins, Orozco and Wilson",Online Services,"Annborough, Paraguay",79.206.24.191,true
TXN_extra_6109,CUST_extra_6109,2024-12-11,2700,Refund,"Brown, Young and Dudley",Online Services,"Lake Shelby, Northern Mariana Islands",64.110.74.35,true
TXN_extra_3623,CUST_extra_3623,2025-05-01,6601,Refund,"Morrison, Rodriguez and Pittman",Online Services,"East Andrewville, Georgia",148.171.233.233,true
TXN_extra_4651,CUST_extra_4651,2025-03-13,3316,Refund,"Ayala, Mayo and Houston",Online Services,"Lake Hunter, Zambia",114.183.22.114,true
TXN_extra_5548,CUST_extra_5548,2024-07-16,4369,Refund,Allen PLC,Online Services,"Martinezchester, Austria",46.43.186.22,true
TXN_extra_2535,CUST_extra_2535,2024-05-24,3153,Refund,"Brooks, Knight and Forbes",Online Services,"East Melissaside, Nigeria",203.108.53.90,true
TXN_extra_12091,CUST_extra_12091,2025-01-24,2808,Refund,"Durham, Hopkins and Smith",Online Services,"Port Bonniemouth, Burkina Faso",182.142.103.11,true
TXN_d5bdc3cb,CUST_ff4432a5,2025-03-22,9638,Refund,Mckay-Mcdonald,Online Services,"East Alexander, Vietnam",217.185.225.167,true
TXN_gen_7962,CUST_gen_7962,2025-04-28,9325,Refund,Lane Ltd,Online Services,"Taylormouth, Finland",75.251.146.190,true
TXN_extra_10473,CUST_extra_10473,2024-12-17,5727,Refund,Dixon-Hughes,Online Services,"Ashleyshire, New Zealand",142.214.186.172,true
TXN_extra_7839,CUST_extra_7839,2025-05-19,805,Refund,"Barrett, Roberts and Howard",Online Services,"West Mark, Kiribati",223.241.11.105,true
TXN_extra_9381,CUST_extra_9381,2024-12-19,6611,Refund,"Miller, Dillon and Freeman",Online Services,"East Tomton, Georgia",231.171.87.215,true
TXN_extra_3876,CUST_extra_3876,2025-02-17,662,Refund,"Walters, Davenport and Becker",Online Services,"Kimberlybury, India",35.17.75.51,true
TXN_extra_4044,CUST_extra_4044,2025-04-07,7544,Refund,Henderson PLC,Online Services,"Travisshire, Micronesia",116.67.65.143,true
TXN_extra_12645,CUST_extra_12645,2024-11-28,9919,Refund,Glass PLC,Online Services,"West Morganville, Afghanistan",25.56.157.55,true
TXN_extra_12601,CUST_extra_12601,2024-12-31,53,Refund,"Peck, Rhodes and Holt",Online Services,"Richardberg, Saint Vincent and the Grenadines",15.52.102.43,true
TXN_gen_318,CUST_gen_318,2024-11-24,5324,Refund,Ball Ltd,Online Services,"Jeremystad, Uganda",165.144.122.203,true
TXN_extra_4056,CUST_extra_4056,2024-10-02,8869,Refund,"Harris, Ross and Jones",Online Services,"Jessicaland, United States of America",209.91.217.168,true
TXN_gen_7260,CUST_gen_7260,2025-01-20,3960,Refund,Cannon Group,Online Services,"Serranoshire, Isle of Man",147.35.173.70,true
TXN_gen_4266,CUST_gen_4266,2024-09-09,1181,Refund,"Lester, Wang and Smith",Online Services,"Greenville, Netherlands",84.103.121.174,true
TXN_extra_589,CUST_extra_589,2025-02-13,5665,Refund,Foster and Sons,Online Services,"Gwendolynberg, Norfolk Island",112.3.171.13,true
TXN_extra_12507,CUST_extra_12507,2024-10-20,1579,Refund,Riley-Snow,Online Services,"Kennedyfort, Chile",86.221.14.247,true
TXN_extra_2988,CUST_extra_2988,2025-04-07,3197,Refund,Crawford-Russo,Online Services,"Michaelmouth, Equatorial Guinea",86.239.30.25,true
TXN_extra_2671,CUST_extra_2671,2025-01-07,6731,Refund,Kirby-Oconnor,Online Services,"Jamesmouth, Vanuatu",143.185.229.213,true
TXN_gen_2929,CUST_gen_2929,2024-05-27,8152,Refund,Castro Inc,Online Services,"Bethanyland, Angola",253.176.50.167,true
TXN_extra_6067,CUST_extra_6067,2025-04-16,2339,Refund,"Greene, Kline and Garrison",Online Services,"Alecburgh, Myanmar",162.107.95.180,true
TXN_extra_5960,CUST_extra_5960,2024-11-04,857,Refund,Pham-Farley,Online Services,"Carolmouth, Nigeria",91.212.216.104,true
TXN_extra_10854,CUST_extra_10854,2025-01-29,8654,Refund,Henderson PLC,Online Services,"Robertfort, Puerto Rico",139.49.184.231,true
TXN_extra_18,CUST_extra_18,2024-09-12,3554,Refund,"Cooper, Walls and Sandoval",Online Services,"Jonathanburgh, Bermuda",225.160.17.101,true
TXN_d9d0e842,CUST_a0584c7e,2025-03-01,2271,Refund,Lee-Walters,Online Services,"South Thomasport, Swaziland",50.24.189.58,true
TXN_extra_3097,CUST_extra_3097,2024-06-09,2106,Refund,Flores-Chapman,Online Services,"Lake Haleyton, French Guiana",156.142.143.199,true
TXN_extra_12480,CUST_extra_12480,2025-03-29,5515,Refund,"Johnson, Hernandez and Jackson",Online Services,"Port Philipmouth, Sweden",92.43.150.29,true
TXN_gen_7639,CUST_gen_7639,2024-11-04,4335,Refund,Yang-Mclean,Online Services,"Deborahborough, Northern Mariana Islands",226.84.177.74,true
TXN_extra_10030,CUST_extra_10030,2025-02-27,6615,Refund,Jones-Moore,Online Services,"Leeport, Trinidad and Tobago",20.9.145.199,true
TXN_extra_1228,CUST_extra_1228,2024-06-14,8832,Refund,"Miller, Hansen and Salas",Online Services,"Brownfurt, Finland",248.196.98.215,true
TXN_extra_7976,CUST_extra_7976,2025-03-23,6346,Refund,"Thompson, Coffey and Kidd",Online Services,"Mitchellberg, Grenada",151.227.6.128,true
TXN_extra_13020,CUST_extra_13020,2024-06-12,6854,Refund,Williams-Moyer,Online Services,"Port Cathy, Grenada",247.74.132.204,true
TXN_extra_8777,CUST_extra_8777,2025-02-23,7778,Refund,Fitzgerald-Snyder,Online Services,"New Christopher, Bermuda",185.196.167.86,true
TXN_extra_13148,CUST_extra_13148,2025-01-25,3572,Refund,Short Group,Online Services,"West Randall, Canada",176.34.117.69,true
TXN_extra_12637,CUST_extra_12637,2024-11-15,8656,Refund,Rodriguez and Sons,Online Services,"West Michelle, Malawi",203.29.55.12,true
TXN_extra_5524,CUST_extra_5524,2024-06-14,9554,Refund,Richardson-Jimenez,Online Services,"Butlermouth, Equatorial Guinea",249.211.45.39,true
TXN_extra_5420,CUST_extra_5420,2024-08-02,8276,Refund,Taylor-Gonzalez,Online Services,"New Sarah, Cayman Islands",8.170.28.123,true
TXN_gen_1075,CUST_gen_1075,2024-10-25,5659,Refund,Castaneda-Rodriguez,Online Services,"North Paulbury, Georgia",75.231.242.136,true
TXN_extra_7257,CUST_extra_7257,2024-11-28,1226,Refund,Carey-Smith,Online Services,"Davidhaven, Hungary",211.3.115.185,true
TXN_extra_9769,CUST_extra_9769,2024-09-15,4531,Refund,Wolf-Williams,Online Services,"Lake Shannon, Mozambique",10.216.64.213,true
TXN_extra_1955,CUST_extra_1955,2025-04-21,2294,Refund,"Green, Edwards and Pittman",Online Services,"South Tiffanystad, Isle of Man",140.175.161.126,true
TXN_extra_5031,CUST_extra_5031,2025-02-15,6656,Refund,"Jones, Turner and Tran",Online Services,"Fischermouth, Bulgaria",239.152.27.199,true
TXN_extra_1911,CUST_extra_1911,2024-06-17,6777,Refund,Hahn-Ramsey,Online Services,"Watkinsland, Cambodia",121.203.35.230,true
TXN_gen_4821,CUST_gen_4821,2025-03-22,9814,Refund,Conway Inc,Online Services,"Coxhaven, Bolivia",232.233.23.202,true
TXN_extra_1174,CUST_extra_1174,2025-02-20,8744,Refund,Bray-Drake,Online Services,"West Teresa, Tonga",63.175.189.158,true
TXN_gen_5176,CUST_gen_5176,2025-01-05,4935,Refund,Dalton-Williams,Online Services,"Johnsonburgh, Sudan",226.242.8.158,true
TXN_gen_3196,CUST_gen_3196,2024-06-17,8519,Refund,"Simmons, Rojas and Fleming",Online Services,"Alexandriafort, Australia",64.175.249.45,true
TXN_extra_11923,CUST_extra_11923,2024-12-13,4244,Refund,"Valdez, Dalton and Cook",Online Services,"Rileyton, Micronesia",217.228.180.207,true
TXN_gen_2801,CUST_gen_2801,2024-09-14,8639,Refund,Simmons Ltd,Online Services,"South Lisa, Saint Helena",10.136.227.48,true
TXN_extra_10199,CUST_extra_10199,2025-04-02,3238,Refund,"Cobb, Mack and Smith",Online Services,"West Karen, Honduras",22.104.227.245,true
TXN_extra_6751,CUST_extra_6751,2024-09-02,7497,Refund,Bender PLC,Online Services,"Kingview, Namibia",163.169.240.160,true
TXN_extra_6854,CUST_extra_6854,2024-09-10,3043,Refund,Gillespie Ltd,Online Services,"North Laurieside, Malawi",234.10.229.122,true
TXN_extra_10627,CUST_extra_10627,2024-10-30,5237,Refund,"Gonzalez, Lopez and Williams",Online Services,"West Tamaraview, Malaysia",154.16.249.231,true
TXN_gen_6511,CUST_gen_6511,2024-07-15,326,Refund,Ingram and Sons,Online Services,"Andrewside, Turks and Caicos Islands",194.210.200.244,true
TXN_extra_6831,CUST_extra_6831,2024-06-04,9962,Refund,Edwards-Jones,Online Services,"Lake Cynthiaview, Taiwan",67.181.123.234,true
TXN_gen_5836,CUST_gen_5836,2024-08-22,5008,Refund,Espinoza-Jackson,Online Services,"Watkinschester, Saint Martin",127.28.186.158,true
TXN_gen_2052,CUST_gen_2052,2024-11-11,5206,Refund,"Wu, Guzman and Villarreal",Online Services,"South Dawn, Belize",49.10.176.44,true
TXN_d45c2555,CUST_ae1c90f4,2025-03-17,3275,Refund,"Williamson, Herman and Hale",Online Services,"Jamesbury, Fiji",37.32.239.213,true
TXN_extra_6843,CUST_extra_6843,2024-09-22,9894,Refund,Smith-Armstrong,Online Services,"Romeroton, Kazakhstan",16.155.222.190,true
TXN_gen_1212,CUST_gen_1212,2025-02-07,8918,Refund,Parsons Group,Online Services,"Lake Jamieberg, Monaco",163.160.25.211,true
TXN_extra_2670,CUST_extra_2670,2024-09-01,8983,Refund,"Pugh, Henderson and Moon",Online Services,"Flemingland, Korea",229.227.250.6,true
TXN_4eb8fd64,CUST_cc0dc12e,2024-06-10,2332,Refund,Buck-Bennett,Online Services,"North Jennifershire, Austria",14.151.43.186,true
TXN_gen_3011,CUST_gen_3011,2024-11-23,5048,Refund,Payne-Lowe,Online Services,"Port Kayla, Tajikistan",127.63.192.101,true
TXN_extra_12880,CUST_extra_12880,2024-09-27,6442,Refund,Meadows Group,Online Services,"North Richard, Lesotho",54.80.125.149,true
TXN_extra_1813,CUST_extra_1813,2024-11-24,8328,Refund,Walsh-Mccarthy,Online Services,"Davidville, Turkey",192.205.219.50,true
TXN_extra_7958,CUST_extra_7958,2025-04-03,7536,Refund,Mendoza-Lewis,Online Services,"Rosariostad, Norway",224.21.70.39,true
TXN_dd08357a,CUST_90f92066,2025-04-08,558,Refund,Chandler-Price,Online Services,"Liustad, Mauritius",66.213.119.199,true
TXN_fb3431d9,CUST_cffe8eaa,2025-01-11,7530,Refund,"Bishop, Walker and White",Online Services,"East Jacobland, United Kingdom",29.52.156.47,true
TXN_extra_2630,CUST_extra_2630,2025-05-17,7727,Refund,Johnston and Sons,Online Services,"Port Amberview, Dominican Republic",233.32.217.120,true
TXN_extra_5023,CUST_extra_5023,2025-03-29,5235,Refund,"Terry, Smith and Lyons",Online Services,"Amberfurt, Germany",151.98.118.116,true
TXN_extra_1583,CUST_extra_1583,2024-08-01,4714,Refund,Clark-Leon,Online Services,"Davistown, Cambodia",23.68.8.3,true
TXN_extra_247,CUST_extra_247,2024-11-05,5318,Refund,"Mcdonald, Peck and Hopkins",Online Services,"North Christopherfort, Syrian Arab Republic",73.48.22.75,true
TXN_extra_3479,CUST_extra_3479,2024-06-20,7080,Refund,Blake Group,Online Services,"Davistown, Cambodia",116.131.244.37,true
TXN_gen_29,CUST_gen_29,2024-06-18,7068,Refund,Scott Group,Online Services,"Blairbury, Azerbaijan",22.247.216.123,true
TXN_extra_8436,CUST_extra_8436,2024-08-01,6485,Refund,"Rowe, Lucas and Case",Online Services,"Amandaside, Wallis and Futuna",192.214.4.234,true
TXN_extra_12801,CUST_extra_12801,2024-06-08,3161,Refund,Joseph Ltd,Online Services,"West Nathanside, Congo",8.234.169.197,true
TXN_extra_7686,CUST_extra_7686,2024-07-29,6874,Refund,Gamble-Hansen,Online Services,"Petersmouth, Senegal",84.64.123.95,true
TXN_gen_6204,CUST_gen_6204,2024-09-24,284,Refund,Francis-Allen,Online Services,"South Mariamouth, Estonia",161.32.115.123,true
TXN_extra_4699,CUST_extra_4699,2024-09-12,2797,Refund,Cooper Inc,Online Services,"North Bianca, Vanuatu",51.21.30.168,true
TXN_extra_7970,CUST_extra_7970,2024-12-20,7432,Refund,Lin LLC,Online Services,"New Jefferyville, Cook Islands",178.201.139.53,true
TXN_extra_659,CUST_extra_659,2025-05-07,7288,Refund,Richardson-Gray,Online Services,"South Crystaltown, Montserrat",207.23.146.38,true
TXN_extra_7803,CUST_extra_7803,2025-01-09,7737,Refund,House-Torres,Online Services,"Morrisfurt, Trinidad and Tobago",233.84.24.124,true
TXN_extra_6101,CUST_extra_6101,2024-10-23,1822,Refund,"Willis, Miller and Lee",Online Services,"Ruthhaven, Uruguay",152.26.0.84,true
TXN_extra_4635,CUST_extra_4635,2024-11-18,7688,Refund,"Burton, Hill and Crawford",Online Services,"Port Christopher, Austria",215.135.20.7,true
TXN_gen_4961,CUST_gen_4961,2025-03-13,1605,Refund,Chapman Group,Online Services,"Davisburgh, Cote d'Ivoire",67.190.21.64,true
TXN_extra_3488,CUST_extra_3488,2025-05-03,7707,Refund,"Norton, Cox and Johnson",Online Services,"North Mark, Central African Republic",115.55.23.136,true
TXN_extra_6901,CUST_extra_6901,2024-06-14,1086,Refund,Jones-Moore,Online Services,"Alexisburgh, Canada",161.26.229.70,true
TXN_extra_9472,CUST_extra_9472,2024-09-08,2215,Refund,"Gomez, Mcmahon and Fisher",Online Services,"New Jason, Philippines",8.252.205.31,true
TXN_extra_2441,CUST_extra_2441,2025-01-01,4178,Refund,Reilly-Gomez,Online Services,"Evansshire, Japan",142.146.214.214,true
TXN_extra_11054,CUST_extra_11054,2025-05-10,3125,Refund,Hahn and Sons,Online Services,"Williamstown, Latvia",76.123.84.254,true
TXN_extra_2687,CUST_extra_2687,2025-05-16,826,Refund,"Brown, Romero and Collins",Online Services,"North Danielborough, Japan",85.106.215.87,true
